"","data.id","data.text","meta.newest_id","meta.oldest_id","meta.result_count","meta.next_token"
"1","1519808846994284545","@Milovana_C Rule of threes (survival)

3 minutes minutes without breathable air 
3 days without drinkable water 
3 weeks without food                                But endless weapons is the solution  he asks for? What is the nutritional value of a Javelin?","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"2","1519808590411931649","RT @darkgrayallday: Heard it was #EatYourFriendsDay ?! Well, lucky for BaSURA &amp; Summer, we have plenty of friends! And what better way to s¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"3","1519807600363245568","@gbosslet What's the nutritional value of that stuff? Jus' asking'... https://t.co/J6YnXwUHXt","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"4","1519807553835782144","Wild Caught is 10000% the superior with the nutritional benefits.. regular salmon literally doesn¡¯t compare..great choice https://t.co/Gb0judncVW","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"5","1519807191263416320","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"6","1519807182392504322","RT @Fitnesshacker_: If you are struggling with your diet, trust me when I say supplements, fasting, pills, sleep and dare I say exercise mi¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"7","1519806640802783233","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"8","1519806611547688963","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"9","1519806413492858880","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"10","1519806239106027520","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"11","1519805796317597702","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"12","1519805576368340995","RT @neo_tigray: Catastrophic humanitarian crisis in #Tigray. No medicine, No medical Centers. No nutritional supplements for malnourished c¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"13","1519805258372984832","RT @TARGet_Kids: Did you know that children at high nutritional risk were more likely to face challenges in school? 650 teachers have compl¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"14","1519804151219302401","Congress needs to maintain &amp; strengthen access to nutritional opportunities for students &amp; providers. 4 priorities for #ChildNutrition policy https://t.co/a0DiPPByNn","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"15","1519804128427454473","RT @Charlesfrize: Reading about this: #Vegetables - Fruits That Pack Nutritional Punch #food #FrizeMedia - https://t.co/OPNYuoz8bS @Charles¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"16","1519803861988478976","@robertlufkinmd In the cereal aisle at Walmart wish I could have pictured what was in the basket and the shopping cart.  There is absolutely no nutritional education available for these people https://t.co/klb6LeYtYN","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"17","1519803835383963648","A 36 man with HIV and intermittent follow up presents to the ER with this finding. What is the likely cause?

a) Leukoplakia if you can't scrape it off
b) Candida if you can't scrape it off
c) Nutritional deficiency
d) Candida if CD4 count is normal

#IM2022 https://t.co/wFBXcOuuKw","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"18","1519803702697201666","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"19","1519803628319645696","@4020FarmBoy @PlsntVlyFarmer 'nutritional yeast'","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"20","1519803566344617985","RT @PastorDScott: @WayneDupreeShow That was a temporary fast for spiritual and nutritional purposes. I voluntarily surrendered kitchen priv¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"21","1519803351529140227","@WayneDupreeShow That was a temporary fast for spiritual and nutritional purposes. I voluntarily surrendered kitchen privileges during that time.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"22","1519803309028257796","@mpierce1980 @SuzyQL @Inkling61 @Acyn It was both. 

Reagan allowed administrators to credit items not meeting nutritional requirements. 

Bush 2 allowed a bill to qualify 2Tbsp of tomato paste as a vegetable.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"23","1519803253957013505","@Annmak19447006 @Inkling61 @Acyn Both. 

Reagan allowed administrators to credit items not meeting nutritional requirements. 

Bush 2 allowed a bill to qualify 2Tbsp of tomato paste as a vegetable.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"24","1519802876020862977","RT @uniofbedsnews: A team of nutritional scientists, led by Professor Robert Thomas, has developed a capsule-form treatment which enhances¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"25","1519802875534184448","@emoxeyeliner Dude and it¡¯s literally anything potato. Potato starch included which is in so much shit like I have to completely change my diet and I have to look at every nutritional label. She coulda shot me and it would have hurt way less.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"26","1519802792420028417","@RebelReliance @Inkling61 @Acyn Reagan allowed administrators to credit items not meeting nutritional requirements. 

Bush 2 allowed a bill to qualify 2Tbsp of tomato paste as a vegetable.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"27","1519802717941682178","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"28","1519802470947606528","RT @BrandlesholmeCC: All you wonderful people out there who support Brandlesholme Foodbank - can you help- we have a real emergency. We try¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"29","1519801890502070274","3/4 It's not acceptable that kids in our world never get a real chance to be everything God created them to be! For about $5, Ancora Ministries can provide a nutritional supplement that contains a month's worth of vital nutrients to a child in our  Guatemala Nutrition Progam.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"30","1519801874232320000","RT @Grimhood: Paradoxical nutritional deficiency in overweight and obesity: the importance of nutrient density https://t.co/q65LdDt8LX

It¡¯¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"31","1519801827126300672","RT @Evie_Magazine: If the nutritional deficiencies weren't enough, surveys have shown that a fair amount of non-vegans wouldn¡¯t date someon¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"32","1519801815650295808","RT @ICAR_NIPB: International symposium ¡°APBNS-2022¡± (Advances in Plant Biotechnology and Nutritional Security) inaugurated today on 28th Ap¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"33","1519801762424705026","Health | Discover Magazine https://t.co/35QAvN4j9y The Difference Between Dieting and Lasting Lifestyle Changes https://t.co/Is11sUQQK8 Nutritional experts share five tips on how you can make lifestyle changes permanent, rather than losing weight only ¡­ https://t.co/pxfpdfeoNC","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"34","1519801592156856321","@BrandonPOMara1 @BelleStruts Depends how long you cook them. You can make them so they are still soft inside and crispy outside. I like garlic salt, pepper, cumin, cayenne and some nutritional yeast on them. Super healthy, too.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"35","1519801156721016832","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"36","1519800960490647557","@zen_garten @Vastrakeepscool @trolkragnpulova Danke
Zitat: 
In a statement on its website, the Dutch company said it ¡°[considers] it a huge compliment that the largest protein company and second largest food producer and meat manufacturer in the world has chosen Vivera to bring about [change in the] nutritional system.¡±","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"37","1519800657414393856","@scottyj432 @washingtonpost Anything with good nutritional value¡­¡­.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"38","1519800587402891265","This is what we are asking for: funding for better marketing campaigns making the orange the most attractive and nutritional snack, and subsidies to shipping the large quantity of oranges we produce.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"39","1519800379793235968","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"40","1519800198557421568","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/Zcl1gBPg62 https://t.co/u7WfInc1y0","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"41","1519800152885661696","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/xk37TbCYGj https://t.co/ZQjeEwkOkD","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"42","1519800095532670978","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/nBqPOdGkZl https://t.co/qzaFGA6rvf","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"43","1519800052931211265","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/wTgeUoHd6W https://t.co/NXJWfHpci6","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"44","1519799988716404736","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/zclPs9IZZn https://t.co/foCCBR37Jh","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"45","1519799943820550144","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/wlUStWcTDV https://t.co/aHmGYf2OrX","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"46","1519799904368939008","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/KLvjERq0sb https://t.co/iMIbyDFTY6","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"47","1519799873272303616","Professional dietary supplements are intended only for nutritional use and health maintenance.. https://t.co/So3abBtxe4 https://t.co/X0SjDktegg","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"48","1519799825495166976","RT @hormonedietdoc: Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"49","1519799785007419394","RT @Evie_Magazine: If the nutritional deficiencies weren't enough, surveys have shown that a fair amount of non-vegans wouldn¡¯t date someon¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"50","1519799205799563265","RT @rosestant70: What marketing has done: 41% of parents of babies or toddlers believe toddlers have different nutritional needs from the r¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"51","1519799193707196421","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"52","1519799047053271045","Nutritional Solutions for Long-Haulers

Read more here:
https://t.co/TWfDDpsv6Z

#thekarlfeldtcenter #healthiswhatyoumakeit #karlfeldtcommunity #4myhealth #blog https://t.co/YmKkeVJnuI","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"53","1519799013997957121","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"54","1519798995861790720","RT @dtrain2901: TOTAL THURSDAY!
Your CANE<U+0001F7E7><U+0001F7E9>CONNECTION of the day is Coach Kyle Bellamy! A former Canes Baseball Great, Coach Bellamy is loy¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"55","1519798780110983168","@taku2473allen 4/ As with any new dietary approach or nutritional product, we recommend that you speak to your doctor before using our product. Please refer to this link for a more in-depth explanation of diabetic ketoacidosis: https://t.co/n6NSErbbyu.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"56","1519798728575660034","@Rose72B @DrunkenCrunker Your choice not only had more nutritional value that a Lunchable, it makes it palatable. https://t.co/zqQuuu7JO3","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"57","1519798720157655041","@taku2473allen 3/ In contrast, nutritional ketosis is a perfectly normal state, and using a product like Metabolic Switch, as directed, would not raise ketone levels anywhere near those that occur in diabetic ketoacidosis.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"58","1519798627169972226","""I like using stevia and monk fruit as my main keto sweeteners because they offer more nutritional value and are more well tolerated than the sugar alcohols"" https://t.co/e54i9mpGhj","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"59","1519798590729859072","@taku2473allen Hi Allen. Thank you for your comment. 
1/ Nutritional ketosis is achieved when we fast, follow a low carbohydrate diet, or use a product like Metabolic Switch, which contains ketones. During diabetic ketoacidosis, blood ketones can become extremely high, and this is dangerous.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"60","1519798531837640705","Diet soda negatively affects a low carb health plan by stimulating the brain to signal hunger after ingesting something sweet with no caloric or nutritional value. Diet soda also leaches Calcium and other minerals from the bones to buffer the resulting acidity. #dietsoda #LCHPMF https://t.co/u4kMWKNp17","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"61","1519797868487348224","@class_romantic What popcorn homemade seasonings are you using right now? I've been doing nutritional yeast and togarashi.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"62","1519797586902884353","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"63","1519797442392334337","RT @EZBurns: @lalealtadimpo @plantagenetwar1 @schaekay1 Emotionally I don¡¯t give a rats ass, but physically, based on months pictures she¡¯s¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"64","1519796798835073025","RT @veescals: @bluebellbadger Exactly. The fast food industry targets poor people who cannot afford or  do not have access to nutritional f¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"65","1519796610359693312","Justin Gaethje's Nutritional Chef Prepares Healthy Junk Food For Him https://t.co/DZ5GZtt25Q","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"66","1519796421402284033","@Lukewearechange I guess the nutritional value is the same as the intellectual value.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"67","1519796123682045953","RT @EFBFS: Free Food RX Program! Take advantage of specIal cooking demos, food boxes, and general nutritional information that can help you¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"68","1519795925027336193","RT @VoiceOfIslamUK: One should eat and drink in moderation and not tend to any extreme. Moderation is the key for a healthy diet.

Tracey R¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"69","1519795900033478656","RT @GastroDrSmith: Malnutrition and the NHS

Vital importance of malnutrition &amp; nutritional care discussed in <U+2066>@UKParliament<U+2069> 

Safe and ef¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"70","1519795898385330176","People who wear dentures and fast eaters at risk for nutritional deficiencies, as they are not able to/do not chew thoroughly and so less nutrients get released and absorbed. Can lead to anemia, osteoporosis, &amp; muscle loss
https://t.co/12mTmJ8Kr1
#prevention #health #diet #Hawaii https://t.co/Uut01hjRaC","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"71","1519795349178785793","@aabeale @MarkSchatzker A friend of mine has a similar anecdote during her first pregnancy, she was craving of all things blue box mac and cheese, even though she hadn't had that since she was a small child. I had suggested at the time a form of nutritional memory. Might have been close to the mark.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"72","1519795063869644801","RT @RescueBliss: We are so proud to tell you have been awarded another year of sponsorship by Burns pet food <U+2764><U+FE0F>

They have helped us SO muc¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"73","1519794807773618176","@MossReno Everything¡¯s connected, passing policy has a direct impact on our economy. We print too much money, inflation runs too high, prices rocket, wages stay low, people can¡¯t afford to pay their rent or eat nutritional food, citizens suffer. It¡¯s not a 1-2 combo, it¡¯s a bleeding effect","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"74","1519794672964616193","RT @neo_tigray: Catastrophic humanitarian crisis in #Tigray. No medicine, No medical Centers. No nutritional supplements for malnourished c¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"75","1519794513979576320","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"76","1519793722241789957","Um, actually? I DIDN'T forget to eat lunch. What I DID is put off making any lunch until it was also time for dinner, thus combining the two meals and improving nutritional efficiency.","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"77","1519793453546323968","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"78","1519793290236899328","RT @PBRCNews: We enjoyed having this year's NORC program participants with us this week. The Centers program brought together groups of div¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"79","1519793015224778754","@itmegreggy @PleaseBeGneiss who the hell is nutritional deficiencies???","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"80","1519792657316388864","RT @SchmitterCecile: #Repost #belinda_vegan 
<U+0001F50A><U+0001F50A><U+0001F50A>Why do we exploit animals even though we don't<U+00A0>need to? 
Researchers confirmed that<U+00A0>all our¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"81","1519792385290604544","Rely upon this nutritional plan to make sure you annihilate cellulite straight away in addition recreate well being  https://t.co/ROyo8BN2Bj","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"82","1519791700016877568","RT @HelenaAgri: Inflated fertilizer prices create nutrient management challenges. Derek Emerine, National Agronomist with Helena, says ther¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"83","1519791693834379265","Day 1 #QSIR course. Excited to hopefully introduce a successful QI project to improve the nutritional care for our liver patients @RUHBath! From today's learning I think my elephant needs a rider (or in plainer speak I need an aim...better get to it!) @ACT2improve https://t.co/V3ozCNFbEx","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"84","1519791394075803648","RT @rubin_angela: @janmlne @jurylady5 @btckr Yep. Another example of Liberals putting profits before people.. when you¡¯re a Liberal, it¡¯s d¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"85","1519791325171924997","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"86","1519791194070528000","RT @tesfalem444: #AllowAccessToTigray so #Tigray's children can get life-saving nutritional foods &amp; vaccinations.
 
@ItalyMFA @nestrangeiro¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"87","1519790556016254976","RT @tesfalem444: #AllowAccessToTigray so #Tigray's children can get life-saving nutritional foods &amp; vaccinations.
 
@ItalyMFA @nestrangeiro¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"88","1519790415729336326","@TheRotiHut1 vegetarian, nutritional goodness. https://t.co/iLdmWYW4AW","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"89","1519790123189157889","Nutritional yeast https://t.co/kOPNTlGDp5","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"90","1519790022437875719","RT @VoiceOfIslamUK: One should eat and drink in moderation and not tend to any extreme. Moderation is the key for a healthy diet.

Tracey R¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"91","1519789372618330113","May For Pain; 26 days of straight weight training and eating 100% nutritional food! 

Sundays will be for God and Family <U+0001F64F><U+0001F3FC>","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"92","1519789361386209280","@Paul_Wischmeyer @MichelleMMPA Really sorry to hear your news. Hope your nutritional needs are being taken care of #parenteralnutrition Better days are coming <U+0001F44D><U+0001F3FB>","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"93","1519789087493967872","RT @PrisonR4rmAct: The reason prisoners are getting more unwell is due to various factors i.e; sick building designs, lack of sunlight and¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"94","1519788935534235648","Literally no benefit, zero nutritional value","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"95","1519788763697799171","RT @FoodSafetyMag: <U+0001F354><U+2753> What do we need to consider about plant-based meat alternatives in order to ensure food safety? Find out: https://t.c¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"96","1519788304119607299","RT @FoodSafetyMag: <U+0001F354><U+2753> What do we need to consider about plant-based meat alternatives in order to ensure food safety? Find out: https://t.c¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"97","1519788105544388608","Literature review: the correlation between proper nutritional education and weight<U+00A0>management https://t.co/5FfWLc3mhc","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"98","1519787848538460161","We are grateful for the opportunity to give back to those most in need. 

We recently introduced our new initiative - HNI Charities - with a mission to provide educational, nutritional, environmental, and medical supplies and services to underserved communities.

#HNIHealthcare https://t.co/qYoF9WRI2e","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"99","1519787843455004676","RT @neo_tigray: Catastrophic humanitarian crisis in #Tigray. No medicine, No medical Centers. No nutritional supplements for malnourished c¡­","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
"100","1519787522318032896","NUTRITIONAL CONSIDERATIONS FOR LIVER DISEASE.  Join us May 3, 4-5 pm ET: https://t.co/JKOduXKa0n https://t.co/8zdxADHfFE","1519808846994284545","1519787522318032896",100,"b26v89c19zqg8o3fpytotbqr207i768ngnxj8r2zqamil"
